Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Customer_Age,Months_on_book,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Attrition_Flag
1,2,3,2,0,0,4,2,2,0.7105263157894737,0.7209302325581396,0.40195358202051534,0.6491855383392928,0.37948019586822357,0.04334038054968288,0.1007751937984496,0.11111111111111112,1
1,4,5,2,3,3,4,1,4,0.6578947368421053,0.5813953488372093,1.0000000000000002,0.601907032181168,0.9561034972329268,0.04356292422387893,0.17054263565891473,0.044044044044044044,1
1,2,0,1,2,0,5,3,3,0.8157894736842106,0.9069767441860465,0.15556402047300752,0.721891140246325,0.13803494335467795,0.04690107933681985,0.19379844961240308,0.2762762762762763,1
0,2,5,2,4,0,6,3,3,0.47368421052631593,0.16279069767441862,0.019520704281132013,0.5832340087405642,0.01776142323182569,0.034605541337487486,0.13953488372093023,0.7047047047047047,1
1,2,2,1,2,0,2,2,2,0.605263157894737,0.4418604651162791,0.007518660608204324,0.4398092967818832,0.0167183380175586,0.06453766551685769,0.05426356589147288,0.6566566566566567,1
1,2,1,1,3,0,6,2,2,0.631578947368421,0.5813953488372093,0.721383288439039,0.5284068335319825,0.6944339813983137,0.01819294536552798,0.03875968992248062,0.05305305305305306,1
1,4,2,2,0,0,3,2,3,0.6578947368421053,0.6744186046511628,1.0000000000000002,0.7004370282081843,0.9489177990901979,0.05786135529097586,0.24031007751937986,0.05105105105105105,1
0,2,2,1,4,0,5,3,3,0.763157894736842,0.6744186046511628,0.023511308222760353,0.41080651569328563,0.03416104076724713,0.0573049961054857,0.20155038759689922,0.46746746746746753,1
1,1,2,0,2,0,4,2,3,0.736842105263158,0.6976744186046512,0.044492210764351815,0.8065156932856575,0.025410714803117667,0.04150439523756537,0.08527131782945738,0.6986986986986987,1
1,5,5,1,3,0,6,2,2,0.42105263157894735,0.5581395348837209,0.6492198671612597,0.6070719110051649,0.6195346680960798,0.049182151997329476,0.19379844961240308,0.06706706706706708,1
1,1,0,2,2,0,3,3,3,0.47368421052631593,0.5116279069767442,0.6915142225729117,0.767580452920143,0.6483643844348507,0.046233448314231665,0.10852713178294573,0.07907907907907909,1
1,2,2,2,3,0,5,3,2,0.7105263157894737,0.5348837209302325,0.11589983584106514,0.601907032181168,0.1087706081766291,0.04334038054968288,0.17829457364341086,0.2872872872872873,1
0,4,2,2,4,0,6,4,2,0.47368421052631593,0.5348837209302325,0.16814046925874535,1.0,0.12980615999768202,0.03349282296650717,0.1007751937984496,0.3603603603603604,1
0,3,5,2,4,0,4,4,2,0.2894736842105263,0.37209302325581395,0.16928927948436562,0.7155343663090982,0.15165300031872048,0.10175809502614888,0.3643410852713178,0.2562562562562563,1
1,3,2,0,2,0,6,1,2,0.605263157894737,0.39534883720930236,0.03318549959640483,0.724274930472785,0.02057195839248979,0.0532992099699566,0.1007751937984496,0.7197197197197197,1
1,2,2,1,3,0,6,3,2,0.5526315789473684,0.5813953488372093,0.83033886878471,0.7544696066746126,0.7823718598788862,0.04584399688438856,0.19379844961240308,0.06606606606606608,1
1,3,2,1,2,0,4,4,0,0.5526315789473684,0.5581395348837209,0.21551377514156064,0.6734207389749702,0.19902645380001738,0.05268721486591743,0.24031007751937986,0.19819819819819823,1
1,1,6,0,0,0,6,2,2,0.47368421052631593,0.5348837209302325,1.0000000000000002,0.6090584028605482,0.9555819546257932,0.06081005897407367,0.14728682170542637,0.044044044044044044,1
0,4,6,1,1,0,2,4,3,0.763157894736842,0.744186046511628,0.02175786103628729,0.0,0.06244023990959928,0.005841771447646599,0.015503875968992248,0.0,0
0,1,2,1,4,0,2,3,3,0.868421052631579,0.9069767441860465,0.2628568491763333,0.5629717918156536,0.25245559644192045,0.031044842550350508,0.07751937984496124,0.14014014014014017,1
1,1,2,0,3,0,5,4,2,0.7105263157894737,0.5116279069767442,1.0000000000000002,0.4843067143424712,0.964679975661345,0.06008679203293646,0.1317829457364341,0.03503503503503504,1
1,2,2,1,2,0,5,3,0,0.6842105263157894,0.7906976744186046,0.04978278417181365,0.7588398887564561,0.03395821864225075,0.05680427283854457,0.19379844961240308,0.6196196196196196,1
1,2,3,2,0,0,4,2,1,0.7105263157894737,0.5116279069767442,0.5321319196921189,0.8168454509336511,0.4920175006519283,0.0390564148214087,0.1627906976744186,0.10810810810810811,1
0,3,5,2,4,0,5,2,3,0.44736842105263164,0.5116279069767442,0.07823095317993695,0.0,0.11656477269434706,0.04044731278513408,0.17054263565891473,0.0,1
1,3,3,2,2,0,4,3,1,0.47368421052631593,0.41860465116279066,0.3421549865921754,0.33253873659118,0.34526120592240606,0.050239234449760764,0.031007751937984496,0.06606606606606608,1
1,2,6,1,0,0,5,3,3,0.8157894736842106,0.744186046511628,0.11571844475280932,0.0,0.1524932634079912,0.055969734060309334,0.14728682170542637,0.0,1
0,2,3,2,4,0,3,2,2,0.6578947368421053,0.5348837209302325,0.25671978402367757,0.0,0.2876307478341495,0.042617113608545684,0.08527131782945738,0.0,1
1,4,3,2,3,0,4,3,0,0.605263157894737,0.5813953488372093,0.9028348403909583,0.7759237187127532,0.8502882971633877,0.05864025815066207,0.19379844961240308,0.062062062062062065,1
1,1,2,2,1,0,4,4,3,0.5,0.5348837209302325,0.1553221656886664,0.0,0.1904499753715991,0.05313230221430956,0.186046511627907,0.0,1
1,0,2,2,3,0,5,4,1,0.7105263157894737,0.6744186046511628,0.03705517614586263,0.8092967818831943,0.018080143713962854,0.04317347279403583,0.14728682170542637,0.7657657657657658,1
0,3,6,1,4,0,5,1,2,0.5,0.34883720930232565,0.0331552677483622,0.9694080254270957,0.002665662214238113,0.044620006676310234,0.07751937984496124,0.963963963963964,1
1,1,2,1,4,0,6,4,3,1.0,0.9069767441860465,0.008183761265142385,0.3555820421136273,0.023498391910294673,0.06470457327250473,0.17054263565891473,0.5245245245245246,1
1,3,2,1,1,0,5,4,2,0.5,0.5116279069767442,0.06093833609954744,0.4767580452920143,0.06522180048097818,0.04467564259485925,0.15503875968992248,0.34734734734734735,1
1,3,1,1,1,0,5,3,2,0.7105263157894737,0.5116279069767442,0.0710660051938315,0.6777910210568137,0.06026714571320952,0.06114387448536776,0.248062015503876,0.4504504504504505,1
1,3,0,1,0,0,3,2,0,0.7894736842105263,0.8604651162790699,0.24943390864540163,0.8939213349225268,0.215455045924724,0.03605207521976188,0.0697674418604651,0.23223223223223227,1
1,2,6,1,3,0,2,3,3,0.5526315789473684,0.5581395348837209,0.12125087294461226,0.6468017481128328,0.1106249818908817,0.01813730944697897,0.06201550387596899,0.2992992992992993,0
0,3,0,2,4,0,4,4,0,0.605263157894737,0.6976744186046512,0.6528174570783337,0.77870480731029,0.6104656216498131,0.04334038054968288,0.09302325581395349,0.0850850850850851,1
0,3,6,1,1,3,5,3,3,0.3947368421052633,0.4883720930232558,1.0000000000000002,0.8156535558204211,0.9405151681974908,0.05435629242238789,0.12403100775193798,0.05905905905905906,1
1,3,2,1,0,0,6,2,2,0.7105263157894737,0.4883720930232558,0.045399166205630996,0.5021851410409217,0.04847448787413439,0.04167130299321242,0.17829457364341086,0.43043043043043044,1
0,2,2,2,4,0,3,3,3,0.47368421052631593,0.4418604651162791,0.04815026437751114,0.7465236392530791,0.03329180308869122,0.04384110381662401,0.03875968992248062,0.6206206206206206,1
1,3,3,0,2,0,3,3,0,0.47368421052631593,0.2790697674418605,0.012809234015666152,0.0,0.05386376148118101,0.03983531768109491,0.186046511627907,0.0,1
0,4,4,1,4,0,2,3,3,0.44736842105263164,0.4651162790697675,0.2091953189006491,0.3678982916170044,0.21525222379972764,0.05875152998776009,0.20930232558139536,0.11111111111111112,1
1,2,4,2,0,0,6,1,2,0.7105263157894737,0.5348837209302325,1.0000000000000002,0.36988478347238773,0.9730246573754817,0.0284855902970958,0.08527131782945738,0.02702702702702703,1
1,1,5,1,2,0,5,2,3,0.47368421052631593,0.5348837209302325,0.3933677371764059,0.9694080254270957,0.347897893547359,0.040336040948036056,0.15503875968992248,0.1691691691691692,1
0,1,6,1,4,0,6,0,0,0.9473684210526316,1.0,0.0,0.0,0.041587228001043086,0.08017135862913097,0.26356589147286824,0.0,1
1,4,6,0,0,0,6,3,2,0.736842105263158,0.5348837209302325,0.9780819101690869,0.77870480731029,0.9222032277692465,0.029876488260821187,0.1627906976744186,0.05805805805805807,1
1,4,2,1,2,0,4,3,0,0.8157894736842106,0.6046511627906976,0.21246035848925413,0.7493047278506159,0.1905658737287399,0.04628908423278068,0.17054263565891473,0.22322322322322324,1
1,3,6,1,2,0,5,3,3,0.42105263157894735,0.5348837209302325,0.4126556562276095,0.34366309098132697,0.4120186596354997,0.03321464337376209,0.08527131782945738,0.05705705705705706,1
1,4,3,0,2,0,5,1,2,0.42105263157894735,0.5348837209302325,0.05516405312340338,0.66507747318236,0.04595369860632226,0.04122621564482029,0.19379844961240308,0.5135135135135136,1
0,0,5,1,4,0,2,2,2,0.736842105263158,0.5348837209302325,0.0016839139359749941,0.28049264998013507,0.022745052588879554,0.044230555246467115,0.10852713178294573,0.4734734734734735,1
1,3,2,2,3,0,6,1,0,0.5789473684210527,0.5116279069767442,0.3661893057860734,0.5141040921732221,0.3550546171008026,0.048848336486035385,0.20930232558139536,0.0950950950950951,1
1,1,2,2,3,0,6,2,2,0.605263157894737,0.5348837209302325,0.5274762150935525,0.3555820421136273,0.5211949120621215,0.040336040948036056,0.06201550387596899,0.04704704704704705,1
1,3,3,0,3,0,3,2,0,0.6842105263157894,0.813953488372093,0.31857414511891696,0.5057608263806118,0.3100281053516067,0.08784911538889507,0.20155038759689922,0.10610610610610612,1
1,3,3,2,3,0,4,1,4,0.631578947368421,0.6046511627906976,0.2577476668571273,0.619388160508542,0.2434444991742242,0.06208968510070101,0.11627906976744187,0.15615615615615616,1
1,1,1,1,2,0,4,6,3,0.605263157894737,0.5348837209302325,0.6868887498223879,0.47516885180770757,0.6652565699881204,0.03343718704795816,0.10852713178294573,0.05005005005005006,1
0,2,3,1,4,0,3,2,3,0.7105263157894737,0.7209302325581396,0.11862070216490267,0.755264203416766,0.10019412974821082,0.0580282630466229,0.21705426356589144,0.3553553553553554,1
1,2,2,2,0,0,3,2,2,0.631578947368421,0.5348837209302325,1.0000000000000002,0.4064362336114422,0.9703589951612436,0.030822298876154442,0.023255813953488372,0.030030030030030033,1
0,1,1,1,4,0,4,1,0,0.763157894736842,0.5348837209302325,0.05247341864760852,0.7751291219705999,0.0353489989279402,0.040781128296428173,0.14728682170542637,0.6156156156156156,1
1,1,3,1,3,0,3,2,2,0.7105263157894737,0.7906976744186046,0.32722045365911173,0.7294398092967819,0.30200214411960713,0.06392567041281852,0.21705426356589144,0.15015015015015015,1
0,3,3,2,1,0,4,3,3,0.5526315789473684,0.6511627906976745,0.07103577334578887,0.611839491458085,0.06504795294526701,0.060309335707132525,0.28682170542635654,0.40740740740740744,1
1,2,0,2,0,3,2,3,2,0.763157894736842,0.6744186046511628,1.0000000000000002,0.6066746126340882,0.9557558021615044,0.04217202626015355,0.248062015503876,0.044044044044044044,1
1,3,2,2,2,0,4,2,2,0.5526315789473684,0.5348837209302325,0.04497592033303404,0.0,0.08469272448063049,0.0441749193279181,0.10852713178294573,0.0,1
1,4,2,2,0,0,6,1,0,0.8421052631578947,0.9069767441860465,0.9266575366485579,0.0,0.9297076463941124,0.047735618115055084,0.15503875968992248,0.0,1
1,2,2,1,3,0,3,3,2,0.7105263157894737,0.6511627906976745,0.3092929677698268,0.8847834723877632,0.2734911482629734,0.011683542895293202,0.1007751937984496,0.1911911911911912,0
1,2,3,2,1,0,3,1,2,0.6842105263157894,0.744186046511628,0.36561490067326324,0.5164878823996821,0.3543302523686727,0.05624791365305441,0.14728682170542637,0.09609609609609611,1
0,1,5,0,4,3,4,2,2,0.631578947368421,0.5348837209302325,0.3159137424911648,0.8303535955502582,0.2838061020485035,0.034883720930232565,0.15503875968992248,0.17617617617617617,1
0,1,2,1,4,0,5,1,2,0.42105263157894735,0.5348837209302325,0.028862345326307458,0.788637266587207,0.011734708660504738,0.026037609880939134,0.046511627906976744,0.8308308308308309,1
1,4,6,1,1,0,5,1,2,0.44736842105263164,0.6046511627906976,0.14126435634883927,1.0,0.104047750123142,0.03955713808834985,0.046511627906976744,0.41241241241241244,1
1,4,2,1,3,0,3,2,3,0.8157894736842106,0.7674418604651162,0.5390852447419259,0.6603098927294399,0.5100976443658911,0.05869589406921108,0.13953488372093023,0.08608608608608609,1
1,1,2,1,3,0,3,1,4,0.6842105263157894,0.6976744186046512,0.06867768919846301,1.0,0.034479761249384296,0.059419161010348276,0.186046511627907,0.6786786786786788,1
1,2,1,2,4,0,2,1,3,0.5526315789473684,0.5581395348837209,0.0543175613782095,0.3166468017481128,0.07055312490945441,0.05469010793368198,0.17054263565891473,0.24624624624624628,1
0,3,2,2,1,0,3,1,0,0.47368421052631593,0.5813953488372093,0.3117115156132379,0.3130711164084227,0.31750354938718744,0.03716479359074218,0.1317829457364341,0.06706706706706708,1
1,2,3,0,2,0,5,3,2,0.7105263157894737,0.5348837209302325,0.1909050508348525,0.834326579261025,0.16370642946136238,0.02676087682207633,0.12403100775193798,0.2712712712712713,1
1,4,0,0,2,0,5,1,0,0.5,0.627906976744186,0.27117060738805904,0.4711958680969408,0.26711673862023005,0.11405363302548124,0.248062015503876,0.11411411411411412,1
0,1,0,1,4,0,6,2,3,0.9736842105263157,0.5348837209302325,0.07644727414542124,0.6229638458482321,0.06942311592733173,0.06381439857572048,0.14728682170542637,0.3953953953953954,1
0,2,4,2,4,0,4,2,2,0.3421052631578947,0.32558139534883723,0.14410615006484734,1.0,0.10677136151595051,0.038611327473016585,0.0697674418604651,0.40640640640640646,1
0,5,3,1,4,0,1,3,3,0.5789473684210527,0.5813953488372093,0.19912811350245033,0.0,0.23243415524584937,0.009068654723489483,0.06201550387596899,0.0,0
1,1,6,2,0,0,6,2,3,0.6578947368421053,0.6744186046511628,0.22969251187355835,0.9245133094954311,0.19430359574653028,0.03454990541893847,0.06201550387596899,0.25825825825825827,1
1,4,2,1,3,0,2,3,2,0.736842105263158,0.4883720930232558,0.40775809684470204,1.0,0.35945875467215255,0.05930788917325025,0.11627906976744187,0.1691691691691692,1
0,1,2,2,4,0,3,2,3,0.868421052631579,0.5348837209302325,0.1480362903103904,0.44815256257449343,0.15078376264016458,0.03933459441415378,0.07751937984496124,0.1781781781781782,1
1,1,0,2,2,0,2,3,3,0.868421052631579,0.9302325581395349,0.4093603847909619,0.0,0.43392344913510855,0.0011127183709803042,0.0,0.0,0
0,4,5,1,4,0,3,2,3,0.5789473684210527,0.5813953488372093,0.03911094181276208,0.0,0.0790716541593023,0.01274062534772449,0.046511627906976744,0.0,0
0,2,2,2,4,0,6,3,2,0.3947368421052633,0.4418604651162791,0.024539191056210087,0.8410806515693285,0.0037666966070755946,0.06158896183375988,0.1627906976744186,0.9419419419419419,1
1,2,2,1,0,0,3,2,0,0.763157894736842,0.8604651162790699,0.2865283861937196,0.6102502979737783,0.2716947237272912,0.0601980638700345,0.186046511627907,0.14114114114114115,1
0,4,2,1,4,0,4,1,3,0.5526315789473684,0.5348837209302325,0.11822768814034834,0.4878823996821613,0.11931735867644076,0.046344720151329705,0.15503875968992248,0.23023023023023026,1
1,2,3,1,3,0,4,1,3,0.3947368421052633,0.2558139534883721,0.2396690217276292,0.43861740166865315,0.23930113290644103,0.04411928340936909,0.22480620155038758,0.11811811811811812,1
1,3,3,2,3,0,5,1,0,0.368421052631579,0.34883720930232565,0.6100393920979996,0.0,0.6262567728102455,0.04678980749972182,0.09302325581395349,0.0,1
0,1,2,2,1,3,2,2,3,0.631578947368421,0.41860465116279066,0.512360291072233,0.0,0.5326398748297743,0.04384110381662401,0.09302325581395349,0.0,1
1,4,5,2,2,0,6,2,2,0.5526315789473684,0.6511627906976745,0.02922512750281913,0.611839491458085,0.024976095963839713,0.03210192500278179,0.14728682170542637,0.6406406406406407,1
0,1,0,1,4,0,4,2,3,0.7105263157894737,0.7906976744186046,0.021636933644116736,0.3694874851013111,0.035377973517225395,0.051685768332035156,0.12403100775193798,0.43243243243243246,1
0,5,6,1,1,0,3,3,3,0.42105263157894735,0.5348837209302325,0.018130039271170614,0.0,0.05896328919537566,0.040502948703683095,0.13953488372093023,0.0,1
0,4,3,2,1,0,6,1,3,0.5789473684210527,0.5813953488372093,0.2024536167871406,0.0,0.23562136006722104,0.06709691777011238,0.14728682170542637,0.0,1
1,1,1,1,0,0,6,1,3,0.605263157894737,0.5813953488372093,0.23960855803154393,0.24553039332538737,0.25332483412047635,0.032769556025369975,0.1317829457364341,0.06606606606606608,1
